timestamp,ea-total,context_ea-total,date (America/Bogota)
1644811200000,4.5799999999940155,{},2022-02-13 23:00:00-05:00
1644807600000,4.7900000000047385,{},2022-02-13 22:00:00-05:00
1644804000000,21.609999999999843,{},2022-02-13 21:00:00-05:00
1644800400000,68.02000000000004,{},2022-02-13 20:00:00-05:00
1644796800000,98.13999999999555,{},2022-02-13 19:00:00-05:00
1644793200000,240.15000000000515,{},2022-02-13 18:00:00-05:00
1644789600000,279.779999999999,{},2022-02-13 17:00:00-05:00
1644786000000,487.72999999999826,{},2022-02-13 16:00:00-05:00
1644782400000,406.7399999999998,{},2022-02-13 15:00:00-05:00
1644778800000,407.5300000000022,{},2022-02-13 14:00:00-05:00
1644775200000,405.4199999999992,{},2022-02-13 13:00:00-05:00
1644771600000,407.4600000000036,{},2022-02-13 12:00:00-05:00
1644768000000,374.7599999999961,{},2022-02-13 11:00:00-05:00
1644764400000,308.4000000000013,{},2022-02-13 10:00:00-05:00
1644760800000,155.5199999999939,{},2022-02-13 09:00:00-05:00
1644757200000,71.61999999999972,{},2022-02-13 08:00:00-05:00
1644753600000,67.42000000000269,{},2022-02-13 07:00:00-05:00
1644750000000,67.81000000000239,{},2022-02-13 06:00:00-05:00
1644746400000,4.789999999999623,{},2022-02-13 05:00:00-05:00
1644742800000,3.9299999999997226,{},2022-02-13 04:00:00-05:00
1644739200000,5.610000000002742,{},2022-02-13 03:00:00-05:00
1644735600000,3.9299999999958573,{},2022-02-13 02:00:00-05:00
1644732000000,4.569999999996412,{},2022-02-13 01:00:00-05:00
1644728400000,4.98000000000502,{},2022-02-13 00:00:00-05:00
1644724800000,3.840000000002192,{},2022-02-12 23:00:00-05:00
1644721200000,19.799999999999272,{},2022-02-12 22:00:00-05:00
1644717600000,67.73999999999768,{},2022-02-12 21:00:00-05:00
1644714000000,70.6799999999999,{},2022-02-12 20:00:00-05:00
1644710400000,256.94999999999914,{},2022-02-12 19:00:00-05:00
1644706800000,390.59999999999917,{},2022-02-12 18:00:00-05:00
1644703200000,401.610000000001,{},2022-02-12 17:00:00-05:00
1644699600000,411.2699999999966,{},2022-02-12 16:00:00-05:00
1644696000000,415.5900000000083,{},2022-02-12 15:00:00-05:00
1644692400000,419.6499999999969,{},2022-02-12 14:00:00-05:00
1644688800000,421.8500000000034,{},2022-02-12 13:00:00-05:00
1644685200000,99.83999999999429,{},2022-02-12 12:00:00-05:00
1644681600000,73.9000000000006,{},2022-02-12 11:00:00-05:00
1644678000000,72.81999999999726,{},2022-02-12 10:00:00-05:00
1644674400000,73.96000000000049,{},2022-02-12 09:00:00-05:00
1644670800000,69.69000000000625,{},2022-02-12 08:00:00-05:00
1644667200000,68.18999999999647,{},2022-02-12 07:00:00-05:00
1644663600000,60.22000000000122,{},2022-02-12 06:00:00-05:00
1644660000000,4.069999999999595,{},2022-02-12 05:00:00-05:00
1644656400000,4.789999999999964,{},2022-02-12 04:00:00-05:00
1644652800000,5.000000000003979,{},2022-02-12 03:00:00-05:00
